"order_id","customer_id","delivery_status","delivered_date"
10049.0,5458.0,"delivered","2023-11-02 00:00:00.000"
10050.0,3569.0,"delivered","2023-11-03 00:00:00.000"
10051.0,9459.0,"delivered","2023-11-03 00:00:00.000"
10052.0,7989.0,"delivered","2023-11-05 00:00:00.000"
10053.0,9951.0,"delivered","2023-11-02 00:00:00.000"
10054.0,9811.0,"delivered","2023-11-02 00:00:00.000"
10055.0,2157.0,"delivered","2023-11-02 00:00:00.000"
10056.0,4967.0,"delivered","2023-11-02 00:00:00.000"
10057.0,6685.0,"delivered","2023-11-04 00:00:00.000"
10058.0,3160.0,"delivered","2023-11-02 00:00:00.000"
10059.0,2014.0,"delivered","2023-11-03 00:00:00.000"
10060.0,2567.0,"delivered","2023-11-03 00:00:00.000"
10061.0,1939.0,"delivered","2023-11-05 00:00:00.000"
10062.0,6677.0,"delivered","2023-11-03 00:00:00.000"
10063.0,2795.0,"delivered","2023-11-04 00:00:00.000"
10064.0,8682.0,"delivered","2023-11-05 00:00:00.000"
10065.0,6818.0,"delivered","2023-11-03 00:00:00.000"
10066.0,5283.0,"canceled",
10067.0,3903.0,"delivered","2023-11-03 00:00:00.000"
10068.0,4382.0,"delivered","2023-11-03 00:00:00.000"
10069.0,9389.0,"delivered","2023-11-03 00:00:00.000"
10070.0,8765.0,"delivered","2023-11-03 00:00:00.000"
10071.0,2446.0,"delivered","2023-11-03 00:00:00.000"
10072.0,6694.0,"canceled",
10073.0,1560.0,"delivered","2023-11-03 00:00:00.000"
10074.0,1543.0,"delivered","2023-11-02 00:00:00.000"
10075.0,1665.0,"delivered","2023-11-02 00:00:00.000"
10076.0,7800.0,"delivered","2023-11-02 00:00:00.000"
10077.0,9040.0,"delivered","2023-11-03 00:00:00.000"
10078.0,8077.0,"delivered","2023-11-02 00:00:00.000"
10079.0,2005.0,"delivered","2023-11-03 00:00:00.000"
10080.0,4175.0,"delivered","2023-11-02 00:00:00.000"
10081.0,4453.0,"delivered","2023-11-03 00:00:00.000"
10082.0,6761.0,"delivered","2023-11-02 00:00:00.000"
10083.0,9365.0,"delivered","2023-11-04 00:00:00.000"
10084.0,8356.0,"delivered","2023-11-03 00:00:00.000"
10085.0,5558.0,"canceled",
10086.0,1897.0,"delivered","2023-11-03 00:00:00.000"
10087.0,5110.0,"delivered","2023-11-02 00:00:00.000"
10088.0,6670.0,"delivered","2023-11-02 00:00:00.000"
10089.0,4239.0,"delivered","2023-11-03 00:00:00.000"
10090.0,9925.0,"delivered","2023-11-03 00:00:00.000"
10091.0,3090.0,"delivered","2023-11-03 00:00:00.000"
10092.0,1013.0,"delivered","2023-11-03 00:00:00.000"
10093.0,9235.0,"delivered","2023-11-04 00:00:00.000"
10094.0,2415.0,"delivered","2023-11-03 00:00:00.000"
10095.0,4089.0,"delivered","2023-11-02 00:00:00.000"
10096.0,8904.0,"canceled",
10097.0,4497.0,"delivered","2023-11-02 00:00:00.000"
10098.0,6839.0,"delivered","2023-11-07 00:00:00.000"
10099.0,4416.0,"delivered","2023-11-03 00:00:00.000"
10100.0,3159.0,"delivered","2023-11-05 00:00:00.000"
10101.0,3794.0,"delivered","2023-11-04 00:00:00.000"
10102.0,2806.0,"delivered","2023-11-04 00:00:00.000"
10103.0,9621.0,"delivered","2023-11-06 00:00:00.000"
10104.0,3235.0,"delivered","2023-11-03 00:00:00.000"
10105.0,6176.0,"delivered","2023-11-05 00:00:00.000"
10106.0,7482.0,"delivered","2023-11-04 00:00:00.000"
10107.0,6773.0,"delivered","2023-11-03 00:00:00.000"
10108.0,9399.0,"delivered","2023-11-03 00:00:00.000"
10109.0,3744.0,"delivered","2023-11-03 00:00:00.000"
10110.0,1304.0,"canceled",
10111.0,6649.0,"canceled",
10112.0,1311.0,"delivered","2023-11-06 00:00:00.000"
10113.0,5342.0,"delivered","2023-11-03 00:00:00.000"
10114.0,9663.0,"delivered","2023-11-04 00:00:00.000"
10115.0,6535.0,"delivered","2023-11-04 00:00:00.000"
10116.0,9262.0,"delivered","2023-11-03 00:00:00.000"
10117.0,9144.0,"delivered","2023-11-04 00:00:00.000"
10118.0,5123.0,"delivered","2023-11-03 00:00:00.000"
10119.0,3137.0,"delivered","2023-11-05 00:00:00.000"
10120.0,7265.0,"delivered","2023-11-04 00:00:00.000"
10121.0,2943.0,"delivered","2023-11-03 00:00:00.000"
10122.0,6222.0,"canceled",
10123.0,9508.0,"delivered","2023-11-04 00:00:00.000"
10124.0,3363.0,"canceled",
10125.0,3471.0,"delivered","2023-11-04 00:00:00.000"
10126.0,3548.0,"delivered","2023-11-05 00:00:00.000"
10127.0,1172.0,"delivered","2023-11-03 00:00:00.000"
10128.0,9973.0,"delivered","2023-11-03 00:00:00.000"
10129.0,9226.0,"delivered","2023-11-03 00:00:00.000"
10130.0,9461.0,"delivered","2023-11-04 00:00:00.000"
10131.0,7250.0,"delivered","2023-11-03 00:00:00.000"
10132.0,4271.0,"delivered","2023-11-06 00:00:00.000"
10133.0,1319.0,"delivered","2023-11-04 00:00:00.000"
10134.0,2397.0,"delivered","2023-11-05 00:00:00.000"
10135.0,8284.0,"delivered","2023-11-04 00:00:00.000"
10136.0,5433.0,"canceled",
10137.0,4067.0,"delivered","2023-11-03 00:00:00.000"
10138.0,2791.0,"delivered","2023-11-04 00:00:00.000"
10139.0,7995.0,"delivered","2023-11-04 00:00:00.000"
10140.0,1700.0,"delivered","2023-11-04 00:00:00.000"
10141.0,1077.0,"delivered","2023-11-04 00:00:00.000"
10142.0,6689.0,"delivered","2023-11-03 00:00:00.000"
10143.0,1855.0,"delivered","2023-11-05 00:00:00.000"
10144.0,3162.0,"delivered","2023-11-06 00:00:00.000"
10145.0,9700.0,"delivered","2023-11-05 00:00:00.000"
10146.0,5510.0,"delivered","2023-11-04 00:00:00.000"
10147.0,3750.0,"delivered","2023-11-05 00:00:00.000"
10148.0,7652.0,"delivered","2023-11-03 00:00:00.000"
10149.0,7551.0,"delivered","2023-11-04 00:00:00.000"
10150.0,7900.0,"canceled",
10151.0,2117.0,"delivered","2023-11-04 00:00:00.000"
10152.0,8537.0,"delivered","2023-11-03 00:00:00.000"
10153.0,8843.0,"delivered","2023-11-04 00:00:00.000"
10154.0,1222.0,"delivered","2023-11-06 00:00:00.000"
10155.0,5890.0,"delivered","2023-11-04 00:00:00.000"
10156.0,1839.0,"delivered","2023-11-03 00:00:00.000"
10157.0,6268.0,"delivered","2023-11-07 00:00:00.000"
10158.0,1145.0,"delivered","2023-11-07 00:00:00.000"
10159.0,5270.0,"delivered","2023-11-03 00:00:00.000"
10160.0,4685.0,"delivered","2023-11-04 00:00:00.000"
10161.0,2639.0,"delivered","2023-11-06 00:00:00.000"
10162.0,5057.0,"delivered","2023-11-03 00:00:00.000"
10163.0,8741.0,"delivered","2023-11-04 00:00:00.000"
10164.0,2676.0,"canceled",
10165.0,7833.0,"delivered","2023-11-04 00:00:00.000"
10166.0,3274.0,"delivered","2023-11-04 00:00:00.000"
10167.0,3695.0,"delivered","2023-11-07 00:00:00.000"
10168.0,3924.0,"delivered","2023-11-05 00:00:00.000"
10169.0,2187.0,"delivered","2023-11-03 00:00:00.000"
10170.0,3350.0,"delivered","2023-11-03 00:00:00.000"
10171.0,5018.0,"delivered","2023-11-04 00:00:00.000"
10172.0,9303.0,"delivered","2023-11-05 00:00:00.000"
10173.0,9344.0,"delivered","2023-11-04 00:00:00.000"
10174.0,6155.0,"delivered","2023-11-06 00:00:00.000"
10175.0,2441.0,"delivered","2023-11-07 00:00:00.000"
10176.0,7636.0,"delivered","2023-11-06 00:00:00.000"
10177.0,5154.0,"delivered","2023-11-04 00:00:00.000"
10178.0,9169.0,"delivered","2023-11-05 00:00:00.000"
10179.0,6014.0,"delivered","2023-11-03 00:00:00.000"
10180.0,8374.0,"delivered","2023-11-04 00:00:00.000"
10181.0,8398.0,"delivered","2023-11-03 00:00:00.000"
10182.0,8738.0,"delivered","2023-11-03 00:00:00.000"
10183.0,3289.0,"delivered","2023-11-03 00:00:00.000"
10184.0,7662.0,"delivered","2023-11-04 00:00:00.000"
10185.0,5568.0,"delivered","2023-11-05 00:00:00.000"
10186.0,8883.0,"delivered","2023-11-03 00:00:00.000"
10187.0,4232.0,"delivered","2023-11-06 00:00:00.000"
10188.0,4946.0,"delivered","2023-11-05 00:00:00.000"
10189.0,9818.0,"canceled",
10190.0,7415.0,"delivered","2023-11-04 00:00:00.000"
10191.0,9104.0,"delivered","2023-11-05 00:00:00.000"
10192.0,9964.0,"delivered","2023-11-06 00:00:00.000"
10193.0,1909.0,"delivered","2023-11-04 00:00:00.000"
10194.0,2280.0,"delivered","2023-11-04 00:00:00.000"
10195.0,5585.0,"delivered","2023-11-06 00:00:00.000"
10196.0,7573.0,"delivered","2023-11-05 00:00:00.000"
10197.0,5787.0,"delivered","2023-11-07 00:00:00.000"
10198.0,3559.0,"delivered","2023-11-08 00:00:00.000"
10199.0,8775.0,"delivered","2023-11-04 00:00:00.000"
10200.0,9485.0,"delivered","2023-11-05 00:00:00.000"
10201.0,9995.0,"canceled",
10202.0,1507.0,"delivered","2023-11-04 00:00:00.000"
10203.0,8955.0,"delivered","2023-11-04 00:00:00.000"
10204.0,1758.0,"delivered","2023-11-04 00:00:00.000"
10205.0,7895.0,"delivered","2023-11-05 00:00:00.000"
10206.0,9519.0,"delivered","2023-11-04 00:00:00.000"
10207.0,7673.0,"delivered","2023-11-04 00:00:00.000"
10208.0,7016.0,"delivered","2023-11-05 00:00:00.000"
10209.0,8303.0,"delivered","2023-11-04 00:00:00.000"
10210.0,9221.0,"delivered","2023-11-04 00:00:00.000"
10211.0,8600.0,"delivered","2023-11-05 00:00:00.000"
10212.0,9290.0,"delivered","2023-11-04 00:00:00.000"
10213.0,7377.0,"delivered","2023-11-09 00:00:00.000"
10214.0,8319.0,"delivered","2023-11-06 00:00:00.000"
10215.0,8807.0,"delivered","2023-11-05 00:00:00.000"
10216.0,9780.0,"delivered","2023-11-05 00:00:00.000"
10217.0,1986.0,"delivered","2023-11-07 00:00:00.000"
10218.0,2666.0,"delivered","2023-11-04 00:00:00.000"
10219.0,7807.0,"delivered","2023-11-05 00:00:00.000"
10220.0,6342.0,"delivered","2023-11-04 00:00:00.000"
10221.0,7302.0,"delivered","2023-11-04 00:00:00.000"
10222.0,2983.0,"delivered","2023-11-04 00:00:00.000"
10223.0,1422.0,"delivered","2023-11-07 00:00:00.000"
10224.0,1093.0,"delivered","2023-11-05 00:00:00.000"
10225.0,6131.0,"canceled",
10226.0,2864.0,"delivered","2023-11-04 00:00:00.000"
10227.0,7911.0,"delivered","2023-11-05 00:00:00.000"
10228.0,8782.0,"delivered","2023-11-05 00:00:00.000"
10229.0,5692.0,"delivered","2023-11-04 00:00:00.000"
10230.0,3883.0,"delivered","2023-11-06 00:00:00.000"
10231.0,6288.0,"delivered","2023-11-05 00:00:00.000"
10232.0,8910.0,"delivered","2023-11-06 00:00:00.000"
10233.0,5645.0,"delivered","2023-11-04 00:00:00.000"
10234.0,7179.0,"delivered","2023-11-07 00:00:00.000"
10235.0,6134.0,"delivered","2023-11-07 00:00:00.000"
10236.0,1980.0,"delivered","2023-11-05 00:00:00.000"
10237.0,5015.0,"delivered","2023-11-06 00:00:00.000"
10238.0,1709.0,"delivered","2023-11-04 00:00:00.000"
10239.0,6305.0,"delivered","2023-11-05 00:00:00.000"
10240.0,7420.0,"delivered","2023-11-05 00:00:00.000"
10241.0,7517.0,"delivered","2023-11-04 00:00:00.000"
10242.0,5812.0,"delivered","2023-11-06 00:00:00.000"
10243.0,8087.0,"delivered","2023-11-04 00:00:00.000"
10244.0,3641.0,"delivered","2023-11-07 00:00:00.000"
10245.0,9267.0,"delivered","2023-11-07 00:00:00.000"
10246.0,8577.0,"delivered","2023-11-04 00:00:00.000"
10247.0,6316.0,"canceled",
10248.0,3652.0,"delivered","2023-11-07 00:00:00.000"
10249.0,5161.0,"delivered","2023-11-05 00:00:00.000"
10250.0,1026.0,"delivered","2023-11-04 00:00:00.000"
10251.0,8930.0,"delivered","2023-11-04 00:00:00.000"
10252.0,9973.0,"delivered","2023-11-04 00:00:00.000"
10253.0,6553.0,"delivered","2023-11-04 00:00:00.000"
10254.0,5634.0,"delivered","2023-11-04 00:00:00.000"
10255.0,7346.0,"delivered","2023-11-04 00:00:00.000"
10256.0,1656.0,"delivered","2023-11-05 00:00:00.000"
10257.0,6348.0,"delivered","2023-11-04 00:00:00.000"
10258.0,8399.0,"canceled",
10259.0,6363.0,"delivered","2023-11-07 00:00:00.000"
10260.0,3249.0,"delivered","2023-11-04 00:00:00.000"
10261.0,3332.0,"delivered","2023-11-04 00:00:00.000"
10262.0,9061.0,"delivered","2023-11-06 00:00:00.000"
10263.0,6938.0,"delivered","2023-11-05 00:00:00.000"
10264.0,2650.0,"canceled",
10265.0,9745.0,"delivered","2023-11-05 00:00:00.000"
10266.0,7362.0,"delivered","2023-11-05 00:00:00.000"
10267.0,4163.0,"delivered","2023-11-08 00:00:00.000"
10268.0,6879.0,"delivered","2023-11-06 00:00:00.000"
10269.0,9465.0,"delivered","2023-11-07 00:00:00.000"
10270.0,3102.0,"delivered","2023-11-05 00:00:00.000"
10271.0,9648.0,"delivered","2023-11-05 00:00:00.000"
10272.0,8196.0,"delivered","2023-11-06 00:00:00.000"
10273.0,1981.0,"delivered","2023-11-06 00:00:00.000"
10274.0,9347.0,"canceled",
10275.0,6934.0,"delivered","2023-11-07 00:00:00.000"
10276.0,7655.0,"delivered","2023-11-06 00:00:00.000"
10277.0,2943.0,"delivered","2023-11-06 00:00:00.000"
10278.0,1969.0,"delivered","2023-11-05 00:00:00.000"
10279.0,4948.0,"delivered","2023-11-05 00:00:00.000"
10280.0,4667.0,"delivered","2023-11-05 00:00:00.000"
10281.0,5109.0,"delivered","2023-11-04 00:00:00.000"
10282.0,6893.0,"delivered","2023-11-07 00:00:00.000"
10283.0,4970.0,"delivered","2023-11-07 00:00:00.000"
10284.0,2104.0,"delivered","2023-11-08 00:00:00.000"
10285.0,9898.0,"delivered","2023-11-05 00:00:00.000"
10286.0,9500.0,"delivered","2023-11-07 00:00:00.000"
10287.0,2196.0,"delivered","2023-11-07 00:00:00.000"
10288.0,7481.0,"delivered","2023-11-08 00:00:00.000"
10289.0,1063.0,"delivered","2023-11-08 00:00:00.000"
10290.0,8196.0,"delivered","2023-11-06 00:00:00.000"
10291.0,7219.0,"delivered","2023-11-07 00:00:00.000"
10292.0,8289.0,"delivered","2023-11-06 00:00:00.000"
10293.0,4700.0,"delivered","2023-11-08 00:00:00.000"
10294.0,1008.0,"delivered","2023-11-08 00:00:00.000"
10295.0,6484.0,"delivered","2023-11-06 00:00:00.000"
10296.0,1890.0,"delivered","2023-11-08 00:00:00.000"
10297.0,6897.0,"delivered","2023-11-08 00:00:00.000"
10298.0,6030.0,"delivered","2023-11-05 00:00:00.000"
10299.0,9361.0,"delivered","2023-11-05 00:00:00.000"
10300.0,3744.0,"delivered","2023-11-05 00:00:00.000"
10301.0,3619.0,"canceled",
10302.0,5155.0,"canceled",
10303.0,7215.0,"delivered","2023-11-05 00:00:00.000"
10304.0,3379.0,"delivered","2023-11-06 00:00:00.000"
10305.0,7873.0,"delivered","2023-11-05 00:00:00.000"
10306.0,8332.0,"delivered","2023-11-06 00:00:00.000"
10307.0,6752.0,"delivered","2023-11-05 00:00:00.000"
10308.0,1477.0,"delivered","2023-11-06 00:00:00.000"
10309.0,3708.0,"delivered","2023-11-05 00:00:00.000"
10310.0,6777.0,"delivered","2023-11-08 00:00:00.000"
10311.0,6414.0,"delivered","2023-11-06 00:00:00.000"
10312.0,6685.0,"delivered","2023-11-11 00:00:00.000"
10313.0,2879.0,"delivered","2023-11-06 00:00:00.000"
10314.0,8075.0,"delivered","2023-11-08 00:00:00.000"
10315.0,2821.0,"delivered","2023-11-08 00:00:00.000"
10316.0,1899.0,"delivered","2023-11-05 00:00:00.000"
10317.0,4792.0,"delivered","2023-11-05 00:00:00.000"
10318.0,9184.0,"delivered","2023-11-08 00:00:00.000"
10319.0,2670.0,"delivered","2023-11-08 00:00:00.000"
10320.0,4786.0,"delivered","2023-11-06 00:00:00.000"
10321.0,8444.0,"delivered","2023-11-05 00:00:00.000"
10322.0,6002.0,"delivered","2023-11-06 00:00:00.000"
10323.0,4709.0,"delivered","2023-11-06 00:00:00.000"
10324.0,2880.0,"delivered","2023-11-06 00:00:00.000"
10325.0,3901.0,"canceled",
10326.0,1348.0,"delivered","2023-11-05 00:00:00.000"
10327.0,7717.0,"delivered","2023-11-09 00:00:00.000"
10328.0,7956.0,"canceled",
10329.0,5925.0,"canceled",
10330.0,9637.0,"canceled",
10331.0,8155.0,"delivered","2023-11-06 00:00:00.000"
10332.0,9026.0,"delivered","2023-11-06 00:00:00.000"
10333.0,2475.0,"delivered","2023-11-07 00:00:00.000"
10334.0,4557.0,"delivered","2023-11-06 00:00:00.000"
10335.0,4474.0,"delivered","2023-11-06 00:00:00.000"
10336.0,4282.0,"delivered","2023-11-05 00:00:00.000"
10337.0,6339.0,"delivered","2023-11-05 00:00:00.000"
10338.0,1358.0,"canceled",
10339.0,9083.0,"delivered","2023-11-06 00:00:00.000"
10340.0,4882.0,"delivered","2023-11-07 00:00:00.000"
10341.0,5430.0,"delivered","2023-11-05 00:00:00.000"
10342.0,5016.0,"canceled",
10343.0,4923.0,"delivered","2023-11-09 00:00:00.000"
10344.0,7216.0,"delivered","2023-11-07 00:00:00.000"
10345.0,7410.0,"delivered","2023-11-08 00:00:00.000"
10346.0,1015.0,"delivered","2023-11-05 00:00:00.000"
10347.0,1535.0,"delivered","2023-11-08 00:00:00.000"
10348.0,5071.0,"delivered","2023-11-05 00:00:00.000"
10349.0,6340.0,"delivered","2023-11-08 00:00:00.000"
10350.0,7216.0,"delivered","2023-11-05 00:00:00.000"
10351.0,8212.0,"delivered","2023-11-06 00:00:00.000"
10352.0,4261.0,"delivered","2023-11-07 00:00:00.000"
10353.0,4139.0,"delivered","2023-11-09 00:00:00.000"
10354.0,2692.0,"delivered","2023-11-05 00:00:00.000"
10355.0,6230.0,"delivered","2023-11-05 00:00:00.000"
10356.0,6253.0,"delivered","2023-11-08 00:00:00.000"
10357.0,3331.0,"delivered","2023-11-05 00:00:00.000"
10358.0,7671.0,"delivered","2023-11-09 00:00:00.000"
10359.0,5675.0,"delivered","2023-11-06 00:00:00.000"
10360.0,1508.0,"delivered","2023-11-07 00:00:00.000"
10361.0,5423.0,"delivered","2023-11-07 00:00:00.000"
10362.0,6866.0,"delivered","2023-11-06 00:00:00.000"
10363.0,2383.0,"canceled",
10364.0,7500.0,"delivered","2023-11-06 00:00:00.000"
10365.0,6209.0,"delivered","2023-11-07 00:00:00.000"
10366.0,1565.0,"delivered","2023-11-07 00:00:00.000"
10367.0,2407.0,"delivered","2023-11-05 00:00:00.000"
10368.0,2282.0,"delivered","2023-11-05 00:00:00.000"
10369.0,1374.0,"delivered","2023-11-07 00:00:00.000"
10370.0,4481.0,"delivered","2023-11-08 00:00:00.000"
10371.0,7576.0,"delivered","2023-11-10 00:00:00.000"
10372.0,7335.0,"delivered","2023-11-07 00:00:00.000"
10373.0,4005.0,"delivered","2023-11-06 00:00:00.000"
10374.0,3555.0,"delivered","2023-11-08 00:00:00.000"
10375.0,6879.0,"delivered","2023-11-08 00:00:00.000"
10376.0,5358.0,"delivered","2023-11-07 00:00:00.000"
10377.0,4661.0,"delivered","2023-11-09 00:00:00.000"
10378.0,5757.0,"delivered","2023-11-07 00:00:00.000"
10379.0,5136.0,"delivered","2023-11-11 00:00:00.000"
10380.0,9293.0,"delivered","2023-11-06 00:00:00.000"
10381.0,6197.0,"delivered","2023-11-07 00:00:00.000"
10382.0,6813.0,"delivered","2023-11-06 00:00:00.000"
10383.0,2116.0,"delivered","2023-11-07 00:00:00.000"
10384.0,8737.0,"delivered","2023-11-08 00:00:00.000"
10385.0,9003.0,"canceled",
10386.0,7757.0,"delivered","2023-11-06 00:00:00.000"
10387.0,6951.0,"delivered","2023-11-10 00:00:00.000"
10388.0,4439.0,"canceled",
10389.0,8000.0,"delivered","2023-11-08 00:00:00.000"
10390.0,3218.0,"delivered","2023-11-07 00:00:00.000"
10391.0,9752.0,"canceled",
10392.0,8091.0,"delivered","2023-11-08 00:00:00.000"
10393.0,6633.0,"delivered","2023-11-06 00:00:00.000"
10394.0,4569.0,"delivered","2023-11-06 00:00:00.000"
10395.0,8465.0,"delivered","2023-11-07 00:00:00.000"
10396.0,3594.0,"delivered","2023-11-06 00:00:00.000"
10397.0,1141.0,"delivered","2023-11-07 00:00:00.000"
10398.0,9098.0,"delivered","2023-11-08 00:00:00.000"
10399.0,2480.0,"delivered","2023-11-06 00:00:00.000"
10400.0,9723.0,"delivered","2023-11-09 00:00:00.000"
10401.0,5701.0,"delivered","2023-11-06 00:00:00.000"
10402.0,9250.0,"delivered","2023-11-07 00:00:00.000"
10403.0,4123.0,"delivered","2023-11-10 00:00:00.000"
10404.0,1232.0,"canceled",
10405.0,8124.0,"delivered","2023-11-08 00:00:00.000"
10406.0,2470.0,"delivered","2023-11-06 00:00:00.000"
10407.0,3836.0,"canceled",
10408.0,6341.0,"delivered","2023-11-07 00:00:00.000"
10409.0,5313.0,"delivered","2023-11-12 00:00:00.000"
10410.0,6822.0,"delivered","2023-11-07 00:00:00.000"
10411.0,9504.0,"delivered","2023-11-09 00:00:00.000"
10412.0,7530.0,"delivered","2023-11-08 00:00:00.000"
10413.0,3496.0,"delivered","2023-11-07 00:00:00.000"
10414.0,2247.0,"delivered","2023-11-06 00:00:00.000"
10415.0,9057.0,"delivered","2023-11-09 00:00:00.000"
10416.0,3441.0,"delivered","2023-11-06 00:00:00.000"
10417.0,2288.0,"delivered","2023-11-07 00:00:00.000"
10418.0,2336.0,"delivered","2023-11-06 00:00:00.000"
10419.0,6150.0,"delivered","2023-11-08 00:00:00.000"
10420.0,5077.0,"delivered","2023-11-10 00:00:00.000"
10421.0,4415.0,"delivered","2023-11-09 00:00:00.000"
10422.0,9233.0,"delivered","2023-11-07 00:00:00.000"
10423.0,5271.0,"delivered","2023-11-09 00:00:00.000"
10424.0,6703.0,"delivered","2023-11-09 00:00:00.000"
10425.0,7141.0,"delivered","2023-11-06 00:00:00.000"
10426.0,5736.0,"delivered","2023-11-06 00:00:00.000"
10427.0,1453.0,"delivered","2023-11-06 00:00:00.000"
10428.0,4449.0,"delivered","2023-11-07 00:00:00.000"
10429.0,7352.0,"delivered","2023-11-06 00:00:00.000"
10430.0,6683.0,"delivered","2023-11-06 00:00:00.000"
10431.0,5561.0,"delivered","2023-11-06 00:00:00.000"
10432.0,9382.0,"delivered","2023-11-07 00:00:00.000"
10433.0,1689.0,"canceled",
10434.0,2084.0,"delivered","2023-11-06 00:00:00.000"
10435.0,2716.0,"delivered","2023-11-07 00:00:00.000"
10436.0,6384.0,"delivered","2023-11-07 00:00:00.000"
10437.0,4934.0,"delivered","2023-11-08 00:00:00.000"
10438.0,5903.0,"delivered","2023-11-09 00:00:00.000"
10439.0,9450.0,"delivered","2023-11-06 00:00:00.000"
10440.0,4195.0,"delivered","2023-11-06 00:00:00.000"
10441.0,5105.0,"delivered","2023-11-07 00:00:00.000"
10442.0,9082.0,"delivered","2023-11-09 00:00:00.000"
10443.0,7345.0,"delivered","2023-11-07 00:00:00.000"
10444.0,7536.0,"delivered","2023-11-07 00:00:00.000"
10445.0,5986.0,"delivered","2023-11-06 00:00:00.000"
10446.0,1492.0,"delivered","2023-11-06 00:00:00.000"
10447.0,2285.0,"delivered","2023-11-06 00:00:00.000"
10448.0,5327.0,"delivered","2023-11-06 00:00:00.000"
10449.0,9918.0,"canceled",
10450.0,7040.0,"delivered","2023-11-07 00:00:00.000"
10451.0,3363.0,"delivered","2023-11-08 00:00:00.000"
10452.0,1762.0,"delivered","2023-11-07 00:00:00.000"
10453.0,3727.0,"delivered","2023-11-07 00:00:00.000"
10454.0,4885.0,"delivered","2023-11-12 00:00:00.000"
10455.0,8265.0,"delivered","2023-11-07 00:00:00.000"
10456.0,7312.0,"delivered","2023-11-08 00:00:00.000"
10457.0,4554.0,"delivered","2023-11-11 00:00:00.000"
10458.0,2613.0,"delivered","2023-11-08 00:00:00.000"
10459.0,5968.0,"delivered","2023-11-08 00:00:00.000"
10460.0,7539.0,"delivered","2023-11-10 00:00:00.000"
10461.0,2239.0,"delivered","2023-11-08 00:00:00.000"
10462.0,5573.0,"delivered","2023-11-11 00:00:00.000"
10463.0,4669.0,"canceled",
10464.0,1768.0,"delivered","2023-11-10 00:00:00.000"
10465.0,9291.0,"delivered","2023-11-09 00:00:00.000"
10466.0,2150.0,"delivered","2023-11-08 00:00:00.000"
10467.0,4147.0,"delivered","2023-11-09 00:00:00.000"
10468.0,1660.0,"canceled",
