"customer_id","checkout_started_at","checkout_completed_at","order_id","customer_added_non_med_to_order","order_total_dollars"
2156.0,"2023-11-01 09:33:11.000",,,,
7659.0,"2023-11-01 09:42:55.000","2023-11-01 09:55:45.000",10024.0,"false",18.19
9772.0,"2023-11-01 09:52:00.000",,,,
3664.0,"2023-11-01 10:01:41.000","2023-11-01 10:13:05.000",10025.0,"false",28.34
4914.0,"2023-11-01 10:04:26.000","2023-11-01 10:16:04.000",10026.0,"false",25.49
8729.0,"2023-11-01 10:08:00.000","2023-11-01 10:11:28.000",10027.0,"false",17.97
1503.0,"2023-11-01 10:16:12.000","2023-11-01 10:17:23.000",10028.0,"false",17.96
2746.0,"2023-11-01 10:20:00.000",,,,
7861.0,"2023-11-01 10:28:43.000","2023-11-01 10:34:29.000",10029.0,"false",27.87
4932.0,"2023-11-01 10:31:35.000",,,,
5343.0,"2023-11-01 10:39:15.000","2023-11-01 10:54:09.000",10030.0,"false",20.84
6229.0,"2023-11-01 10:45:11.000","2023-11-01 10:58:21.000",10031.0,"false",28.13
3454.0,"2023-11-01 10:47:43.000",,,,
1903.0,"2023-11-01 10:53:19.000","2023-11-01 11:00:48.000",10032.0,"false",9.35
2067.0,"2023-11-01 10:59:03.000","2023-11-01 11:05:10.000",10033.0,"false",19.15
4987.0,"2023-11-01 11:06:56.000","2023-11-01 11:15:00.000",10034.0,"false",9.59
2632.0,"2023-11-01 11:12:33.000",,,,
3021.0,"2023-11-01 11:20:41.000",,,,
2970.0,"2023-11-01 11:27:17.000","2023-11-01 11:41:00.000",10035.0,"false",18.6
1372.0,"2023-11-01 11:29:41.000","2023-11-01 11:40:37.000",10036.0,"false",29.2
8413.0,"2023-11-01 11:35:02.000","2023-11-01 11:43:22.000",10037.0,"false",29.18
4266.0,"2023-11-01 11:37:28.000",,,,
1731.0,"2023-11-01 11:42:40.000","2023-11-01 11:43:08.000",10038.0,"false",25.99
1739.0,"2023-11-01 11:44:13.000","2023-11-01 11:52:26.000",10039.0,"false",16.35
3235.0,"2023-11-01 11:53:59.000","2023-11-01 11:54:35.000",10040.0,"false",20.86
1833.0,"2023-11-01 11:57:13.000","2023-11-01 12:00:29.000",10041.0,"false",10.78
1876.0,"2023-11-01 12:04:02.000","2023-11-01 12:16:07.000",10042.0,"false",15.49
1152.0,"2023-11-01 12:11:21.000","2023-11-01 12:22:52.000",10043.0,"false",23.64
1452.0,"2023-11-01 12:15:35.000","2023-11-01 12:25:29.000",10044.0,"false",19.29
7138.0,"2023-11-01 12:24:20.000","2023-11-01 12:30:48.000",10045.0,"false",19.31
1534.0,"2023-11-01 12:28:25.000","2023-11-01 12:35:39.000",10046.0,"false",19.33
6085.0,"2023-11-01 12:37:46.000","2023-11-01 12:47:24.000",10047.0,"false",30.76
2560.0,"2023-11-01 12:40:21.000",,,,
6735.0,"2023-11-01 12:49:54.000","2023-11-01 12:53:15.000",10048.0,"false",25.0
7118.0,"2023-11-01 12:57:31.000",,,,
4576.0,"2023-11-01 13:05:44.000",,,,
8582.0,"2023-11-01 13:08:14.000",,,,
5458.0,"2023-11-01 13:17:34.000","2023-11-01 13:18:25.000",10049.0,"false",20.23
3569.0,"2023-11-01 13:18:18.000","2023-11-01 13:24:34.000",10050.0,"false",16.29
9459.0,"2023-11-01 13:19:12.000","2023-11-01 13:25:36.000",10051.0,"false",19.33
6525.0,"2023-11-01 13:28:28.000",,,,
2772.0,"2023-11-01 13:28:29.000",,,,
6024.0,"2023-11-01 13:33:11.000",,,,
4776.0,"2023-11-01 13:39:21.000",,,,
7989.0,"2023-11-01 13:41:30.000","2023-11-01 13:55:35.000",10052.0,"false",21.53
9951.0,"2023-11-01 13:42:18.000","2023-11-01 13:45:13.000",10053.0,"false",11.05
1107.0,"2023-11-01 13:51:03.000",,,,
6438.0,"2023-11-01 13:55:03.000",,,,
9811.0,"2023-11-01 14:00:24.000","2023-11-01 14:05:38.000",10054.0,"false",17.63
2157.0,"2023-11-01 14:08:12.000","2023-11-01 14:10:42.000",10055.0,"false",22.33
6571.0,"2023-11-01 14:16:22.000",,,,
2497.0,"2023-11-01 14:19:02.000",,,,
1079.0,"2023-11-01 14:27:57.000",,,,
4967.0,"2023-11-01 14:34:19.000","2023-11-01 14:45:18.000",10056.0,"false",24.56
6685.0,"2023-11-01 14:38:58.000","2023-11-01 14:50:34.000",10057.0,"false",17.35
3160.0,"2023-11-01 14:40:27.000","2023-11-01 14:52:14.000",10058.0,"false",15.89
2014.0,"2023-11-01 14:45:27.000","2023-11-01 14:45:39.000",10059.0,"false",32.62
7145.0,"2023-11-01 14:48:22.000",,,,
2567.0,"2023-11-01 14:53:38.000","2023-11-01 14:56:20.000",10060.0,"false",36.71
5819.0,"2023-11-01 14:58:11.000",,,,
1939.0,"2023-11-01 15:00:43.000","2023-11-01 15:10:55.000",10061.0,"false",23.37
5737.0,"2023-11-01 15:07:38.000",,,,
6677.0,"2023-11-01 15:07:57.000","2023-11-01 15:10:10.000",10062.0,"false",22.28
3895.0,"2023-11-01 15:11:44.000",,,,
8039.0,"2023-11-01 15:17:30.000",,,,
2660.0,"2023-11-01 15:24:13.000",,,,
2795.0,"2023-11-01 15:30:13.000","2023-11-01 15:32:58.000",10063.0,"false",25.89
7292.0,"2023-11-01 15:35:10.000",,,,
8682.0,"2023-11-01 15:38:03.000","2023-11-01 15:51:57.000",10064.0,"false",24.9
2018.0,"2023-11-01 15:42:31.000",,,,
3111.0,"2023-11-01 15:46:45.000",,,,
8593.0,"2023-11-01 15:47:44.000",,,,
6818.0,"2023-11-01 15:54:44.000","2023-11-01 16:00:30.000",10065.0,"false",31.27
5283.0,"2023-11-01 16:01:28.000","2023-11-01 16:14:21.000",10066.0,"false",20.86
2516.0,"2023-11-01 16:03:00.000",,,,
3903.0,"2023-11-01 16:03:58.000","2023-11-01 16:10:08.000",10067.0,"false",18.24
4382.0,"2023-11-01 16:09:17.000","2023-11-01 16:17:03.000",10068.0,"false",21.88
9389.0,"2023-11-01 16:16:23.000","2023-11-01 16:25:49.000",10069.0,"false",14.37
8765.0,"2023-11-01 16:24:06.000","2023-11-01 16:31:38.000",10070.0,"false",12.42
2446.0,"2023-11-01 16:25:45.000","2023-11-01 16:30:56.000",10071.0,"false",29.01
6694.0,"2023-11-01 16:26:56.000","2023-11-01 16:31:44.000",10072.0,"false",24.73
8465.0,"2023-11-01 16:33:37.000",,,,
2973.0,"2023-11-01 16:41:46.000",,,,
1560.0,"2023-11-01 16:42:30.000","2023-11-01 16:53:48.000",10073.0,"false",25.1
1543.0,"2023-11-01 16:43:39.000","2023-11-01 16:54:12.000",10074.0,"false",12.93
1665.0,"2023-11-01 16:49:32.000","2023-11-01 16:54:48.000",10075.0,"false",15.42
7800.0,"2023-11-01 16:54:57.000","2023-11-01 17:04:55.000",10076.0,"false",18.75
1772.0,"2023-11-01 17:02:13.000",,,,
9040.0,"2023-11-01 17:02:44.000","2023-11-01 17:07:04.000",10077.0,"false",20.7
8077.0,"2023-11-01 17:11:40.000","2023-11-01 17:17:24.000",10078.0,"false",20.89
6781.0,"2023-11-01 17:13:39.000",,,,
2005.0,"2023-11-01 17:19:25.000","2023-11-01 17:22:51.000",10079.0,"false",21.15
2329.0,"2023-11-01 17:20:57.000",,,,
4175.0,"2023-11-01 17:28:52.000","2023-11-01 17:40:46.000",10080.0,"false",14.3
4453.0,"2023-11-01 17:30:04.000","2023-11-01 17:36:57.000",10081.0,"false",20.8
6761.0,"2023-11-01 17:34:23.000","2023-11-01 17:36:29.000",10082.0,"false",25.97
7955.0,"2023-11-01 17:37:39.000",,,,
6672.0,"2023-11-01 17:47:11.000",,,,
9365.0,"2023-11-01 17:49:23.000","2023-11-01 17:54:08.000",10083.0,"false",10.25
8356.0,"2023-11-01 17:55:45.000","2023-11-01 18:09:57.000",10084.0,"false",26.13
9996.0,"2023-11-01 18:01:11.000",,,,
8900.0,"2023-11-01 18:02:31.000",,,,
5558.0,"2023-11-01 18:06:14.000","2023-11-01 18:14:15.000",10085.0,"false",14.93
1897.0,"2023-11-01 18:14:21.000","2023-11-01 18:29:00.000",10086.0,"false",19.04
5110.0,"2023-11-01 18:21:10.000","2023-11-01 18:29:15.000",10087.0,"false",18.86
5051.0,"2023-11-01 18:29:10.000",,,,
8827.0,"2023-11-01 18:32:02.000",,,,
6670.0,"2023-11-01 18:32:32.000","2023-11-01 18:41:05.000",10088.0,"false",17.62
4239.0,"2023-11-01 18:37:46.000","2023-11-01 18:38:48.000",10089.0,"false",27.09
4694.0,"2023-11-01 18:38:53.000",,,,
9925.0,"2023-11-01 18:46:34.000","2023-11-01 18:52:43.000",10090.0,"false",16.89
3103.0,"2023-11-01 18:51:47.000",,,,
3090.0,"2023-11-01 18:59:02.000","2023-11-01 19:08:41.000",10091.0,"false",15.65
1013.0,"2023-11-01 19:05:47.000","2023-11-01 19:17:00.000",10092.0,"false",24.91
4891.0,"2023-11-01 19:11:53.000",,,,
9235.0,"2023-11-01 19:21:28.000","2023-11-01 19:35:13.000",10093.0,"false",24.77
2415.0,"2023-11-01 19:27:09.000","2023-11-01 19:41:01.000",10094.0,"false",20.36
4089.0,"2023-11-01 19:33:47.000","2023-11-01 19:42:39.000",10095.0,"false",20.07
7828.0,"2023-11-01 19:34:02.000",,,,
8904.0,"2023-11-01 19:37:41.000","2023-11-01 19:46:02.000",10096.0,"false",21.65
5793.0,"2023-11-01 19:44:51.000",,,,
8401.0,"2023-11-01 19:52:35.000",,,,
4822.0,"2023-11-01 19:54:24.000",,,,
4497.0,"2023-11-01 20:00:31.000","2023-11-01 20:06:07.000",10097.0,"false",24.44
6839.0,"2023-11-01 23:51:23.000","2023-11-02 00:02:27.000",10098.0,"false",20.96
4416.0,"2023-11-02 03:49:33.000","2023-11-02 03:56:16.000",10099.0,"false",19.23
5135.0,"2023-11-02 06:56:41.000",,,,
3159.0,"2023-11-02 06:59:21.000","2023-11-02 07:07:48.000",10100.0,"false",15.44
2744.0,"2023-11-02 07:06:05.000",,,,
3794.0,"2023-11-02 07:12:01.000","2023-11-02 07:18:45.000",10101.0,"false",26.25
2462.0,"2023-11-02 07:13:40.000",,,,
2806.0,"2023-11-02 07:15:17.000","2023-11-02 07:20:44.000",10102.0,"false",18.94
9621.0,"2023-11-02 07:20:33.000","2023-11-02 07:27:44.000",10103.0,"false",13.03
3235.0,"2023-11-02 07:24:31.000","2023-11-02 07:27:01.000",10104.0,"false",18.69
7847.0,"2023-11-02 07:31:57.000",,,,
6176.0,"2023-11-02 07:38:25.000","2023-11-02 07:49:50.000",10105.0,"false",14.2
6377.0,"2023-11-02 07:43:06.000",,,,
7482.0,"2023-11-02 07:45:21.000","2023-11-02 07:50:20.000",10106.0,"false",24.82
6773.0,"2023-11-02 07:52:47.000","2023-11-02 08:00:33.000",10107.0,"false",16.27
9399.0,"2023-11-02 07:57:58.000","2023-11-02 08:03:16.000",10108.0,"false",19.81
3744.0,"2023-11-02 08:04:39.000","2023-11-02 08:08:09.000",10109.0,"false",24.75
1304.0,"2023-11-02 08:05:02.000","2023-11-02 08:17:05.000",10110.0,"false",14.25
4068.0,"2023-11-02 08:14:31.000",,,,
2244.0,"2023-11-02 08:22:47.000",,,,
6649.0,"2023-11-02 08:31:46.000","2023-11-02 08:33:44.000",10111.0,"false",25.87
3557.0,"2023-11-02 08:32:24.000",,,,
9544.0,"2023-11-02 08:39:02.000",,,,
1311.0,"2023-11-02 08:44:44.000","2023-11-02 08:56:33.000",10112.0,"false",11.98
5342.0,"2023-11-02 08:47:26.000","2023-11-02 08:56:28.000",10113.0,"false",30.21
9583.0,"2023-11-02 08:50:11.000",,,,
9663.0,"2023-11-02 08:59:58.000","2023-11-02 09:13:38.000",10114.0,"false",20.08
5890.0,"2023-11-02 09:04:27.000",,,,
6535.0,"2023-11-02 09:13:46.000","2023-11-02 09:21:07.000",10115.0,"false",28.58
9262.0,"2023-11-02 09:20:34.000","2023-11-02 09:34:40.000",10116.0,"false",14.91
9144.0,"2023-11-02 09:20:46.000","2023-11-02 09:27:42.000",10117.0,"false",21.87
5123.0,"2023-11-02 09:23:55.000","2023-11-02 09:32:20.000",10118.0,"false",20.11
4383.0,"2023-11-02 09:27:08.000",,,,
7015.0,"2023-11-02 09:31:25.000",,,,
3137.0,"2023-11-02 09:34:56.000","2023-11-02 09:35:08.000",10119.0,"false",25.02
9415.0,"2023-11-02 09:35:17.000",,,,
7265.0,"2023-11-02 09:41:01.000","2023-11-02 09:53:39.000",10120.0,"false",15.66
2943.0,"2023-11-02 09:49:32.000","2023-11-02 10:01:07.000",10121.0,"false",25.4
2466.0,"2023-11-02 09:50:03.000",,,,
5727.0,"2023-11-02 09:57:14.000",,,,
6222.0,"2023-11-02 10:02:28.000","2023-11-02 10:03:22.000",10122.0,"false",29.83
5051.0,"2023-11-02 10:07:21.000",,,,
9508.0,"2023-11-02 10:11:42.000","2023-11-02 10:12:16.000",10123.0,"false",22.25
6507.0,"2023-11-02 10:13:09.000",,,,
3363.0,"2023-11-02 10:13:55.000","2023-11-02 10:26:29.000",10124.0,"false",28.38
7223.0,"2023-11-02 10:23:30.000",,,,
3471.0,"2023-11-02 10:32:52.000","2023-11-02 10:43:21.000",10125.0,"false",18.32
3548.0,"2023-11-02 10:36:12.000","2023-11-02 10:50:56.000",10126.0,"false",19.56
4718.0,"2023-11-02 10:44:25.000",,,,
8190.0,"2023-11-02 10:47:41.000",,,,
1172.0,"2023-11-02 10:53:00.000","2023-11-02 11:06:03.000",10127.0,"false",20.11
9973.0,"2023-11-02 11:00:53.000","2023-11-02 11:15:35.000",10128.0,"false",15.07
4838.0,"2023-11-02 11:05:21.000",,,,
5264.0,"2023-11-02 11:08:11.000",,,,
4957.0,"2023-11-02 11:17:08.000",,,,
8876.0,"2023-11-02 11:27:01.000",,,,
8884.0,"2023-11-02 11:36:17.000",,,,
3992.0,"2023-11-02 11:46:09.000",,,,
6051.0,"2023-11-02 11:52:23.000",,,,
1913.0,"2023-11-02 11:52:36.000",,,,
7094.0,"2023-11-02 11:56:59.000",,,,
9226.0,"2023-11-02 12:06:05.000","2023-11-02 12:07:50.000",10129.0,"false",12.51
9461.0,"2023-11-02 12:07:04.000","2023-11-02 12:16:44.000",10130.0,"false",14.98
7250.0,"2023-11-02 12:08:05.000","2023-11-02 12:16:46.000",10131.0,"false",23.84
4271.0,"2023-11-02 12:14:47.000","2023-11-02 12:23:51.000",10132.0,"false",17.62
1319.0,"2023-11-02 12:19:13.000","2023-11-02 12:19:58.000",10133.0,"false",14.2
5537.0,"2023-11-02 12:28:03.000",,,,
8858.0,"2023-11-02 12:37:19.000",,,,
2397.0,"2023-11-02 12:42:35.000","2023-11-02 12:50:39.000",10134.0,"false",21.17
8284.0,"2023-11-02 12:44:49.000","2023-11-02 12:59:11.000",10135.0,"false",21.96
5433.0,"2023-11-02 12:46:25.000","2023-11-02 12:47:49.000",10136.0,"false",23.02
4067.0,"2023-11-02 12:50:29.000","2023-11-02 12:58:09.000",10137.0,"false",12.36
2540.0,"2023-11-02 12:52:54.000",,,,
2791.0,"2023-11-02 12:57:05.000","2023-11-02 13:03:19.000",10138.0,"false",24.52
7995.0,"2023-11-02 13:01:00.000","2023-11-02 13:02:06.000",10139.0,"false",16.19
1700.0,"2023-11-02 13:04:34.000","2023-11-02 13:10:25.000",10140.0,"false",29.84
2988.0,"2023-11-02 13:09:45.000",,,,
2829.0,"2023-11-02 13:12:21.000",,,,
1077.0,"2023-11-02 13:14:33.000","2023-11-02 13:29:24.000",10141.0,"false",18.0
6834.0,"2023-11-02 13:16:03.000",,,,
1944.0,"2023-11-02 13:22:58.000",,,,
6689.0,"2023-11-02 13:24:12.000","2023-11-02 13:31:48.000",10142.0,"false",23.83
1855.0,"2023-11-02 13:30:56.000","2023-11-02 13:33:08.000",10143.0,"false",21.99
6444.0,"2023-11-02 13:32:31.000",,,,
3162.0,"2023-11-02 13:40:39.000","2023-11-02 13:52:29.000",10144.0,"false",16.92
9700.0,"2023-11-02 13:44:27.000","2023-11-02 13:44:44.000",10145.0,"false",15.28
5510.0,"2023-11-02 13:53:26.000","2023-11-02 14:07:40.000",10146.0,"false",11.69
3750.0,"2023-11-02 13:54:08.000","2023-11-02 14:03:54.000",10147.0,"false",22.39
7652.0,"2023-11-02 13:56:27.000","2023-11-02 14:04:39.000",10148.0,"false",18.27
9796.0,"2023-11-02 13:56:57.000",,,,
7551.0,"2023-11-02 14:06:25.000","2023-11-02 14:11:18.000",10149.0,"false",21.22
4094.0,"2023-11-02 14:14:18.000",,,,
7900.0,"2023-11-02 14:19:01.000","2023-11-02 14:20:21.000",10150.0,"false",15.82
6568.0,"2023-11-02 14:19:09.000",,,,
2117.0,"2023-11-02 14:25:39.000","2023-11-02 14:33:48.000",10151.0,"false",14.11
8537.0,"2023-11-02 14:32:33.000","2023-11-02 14:42:44.000",10152.0,"false",11.63
2148.0,"2023-11-02 14:34:30.000",,,,
2919.0,"2023-11-02 14:36:10.000",,,,
8843.0,"2023-11-02 14:38:44.000","2023-11-02 14:45:27.000",10153.0,"false",14.63
1222.0,"2023-11-02 14:43:35.000","2023-11-02 14:56:25.000",10154.0,"false",19.2
5890.0,"2023-11-02 14:49:24.000","2023-11-02 14:50:56.000",10155.0,"false",16.46
1839.0,"2023-11-02 14:53:57.000","2023-11-02 15:00:02.000",10156.0,"false",18.1
6268.0,"2023-11-02 14:56:34.000","2023-11-02 15:05:57.000",10157.0,"false",20.03
9693.0,"2023-11-02 15:03:55.000",,,,
1145.0,"2023-11-02 15:11:14.000","2023-11-02 15:24:56.000",10158.0,"false",16.96
7074.0,"2023-11-02 15:12:30.000",,,,
5270.0,"2023-11-02 15:21:06.000","2023-11-02 15:32:38.000",10159.0,"false",16.2
7022.0,"2023-11-02 15:25:33.000",,,,
1016.0,"2023-11-02 15:31:39.000",,,,
4685.0,"2023-11-02 15:41:14.000","2023-11-02 15:56:11.000",10160.0,"false",3.19
4775.0,"2023-11-02 15:46:32.000",,,,
6603.0,"2023-11-02 15:53:46.000",,,,
8727.0,"2023-11-02 15:59:24.000",,,,
2572.0,"2023-11-02 16:03:05.000",,,,
6771.0,"2023-11-02 16:08:13.000",,,,
5886.0,"2023-11-02 16:14:49.000",,,,
2639.0,"2023-11-02 16:21:58.000","2023-11-02 16:27:00.000",10161.0,"false",12.53
5057.0,"2023-11-02 16:28:06.000","2023-11-02 16:28:30.000",10162.0,"false",18.63
8741.0,"2023-11-02 16:32:04.000","2023-11-02 16:40:02.000",10163.0,"false",10.01
2174.0,"2023-11-02 16:32:25.000",,,,
2676.0,"2023-11-02 16:36:16.000","2023-11-02 16:40:41.000",10164.0,"false",23.36
1505.0,"2023-11-02 16:38:16.000",,,,
9738.0,"2023-11-02 16:43:58.000",,,,
7833.0,"2023-11-02 16:47:27.000","2023-11-02 16:52:37.000",10165.0,"false",17.26
3274.0,"2023-11-02 16:49:26.000","2023-11-02 16:53:14.000",10166.0,"false",31.21
3821.0,"2023-11-02 16:56:50.000",,,,
3695.0,"2023-11-02 16:57:14.000","2023-11-02 17:10:13.000",10167.0,"false",17.45
3924.0,"2023-11-02 16:57:18.000","2023-11-02 17:02:20.000",10168.0,"false",21.37
2187.0,"2023-11-02 17:04:53.000","2023-11-02 17:12:08.000",10169.0,"false",15.59
3350.0,"2023-11-02 17:07:26.000","2023-11-02 17:12:28.000",10170.0,"false",15.01
5018.0,"2023-11-02 17:07:38.000","2023-11-02 17:20:28.000",10171.0,"false",18.35
9303.0,"2023-11-02 17:09:15.000","2023-11-02 17:21:52.000",10172.0,"false",14.59
1462.0,"2023-11-02 17:15:10.000",,,,
9344.0,"2023-11-02 17:23:08.000","2023-11-02 17:29:41.000",10173.0,"false",19.49
6155.0,"2023-11-02 17:30:10.000","2023-11-02 17:44:23.000",10174.0,"false",16.21
6700.0,"2023-11-02 17:38:39.000",,,,
2441.0,"2023-11-02 17:44:09.000","2023-11-02 17:45:50.000",10175.0,"false",15.65
7706.0,"2023-11-02 17:53:12.000",,,,
7636.0,"2023-11-02 18:01:51.000","2023-11-02 18:09:51.000",10176.0,"false",17.33
5154.0,"2023-11-02 18:07:37.000","2023-11-02 18:16:09.000",10177.0,"false",10.89
3956.0,"2023-11-02 18:08:05.000",,,,
9169.0,"2023-11-02 18:08:21.000","2023-11-02 18:11:25.000",10178.0,"false",7.84
6014.0,"2023-11-02 18:11:12.000","2023-11-02 18:25:12.000",10179.0,"false",28.57
4452.0,"2023-11-02 18:15:37.000",,,,
3720.0,"2023-11-02 18:18:20.000",,,,
8374.0,"2023-11-02 18:23:37.000","2023-11-02 18:38:02.000",10180.0,"false",19.94
1257.0,"2023-11-02 18:28:26.000",,,,
5885.0,"2023-11-02 18:30:13.000",,,,
6524.0,"2023-11-02 18:30:24.000",,,,
8638.0,"2023-11-02 18:33:57.000",,,,
8398.0,"2023-11-02 18:43:25.000","2023-11-02 18:45:57.000",10181.0,"false",10.99
8738.0,"2023-11-02 18:46:33.000","2023-11-02 18:53:58.000",10182.0,"false",19.31
5046.0,"2023-11-02 18:55:30.000",,,,
3289.0,"2023-11-02 19:02:30.000","2023-11-02 19:11:54.000",10183.0,"false",23.71
7662.0,"2023-11-02 19:11:07.000","2023-11-02 19:12:18.000",10184.0,"false",26.39
7399.0,"2023-11-02 19:18:13.000",,,,
8960.0,"2023-11-02 19:22:23.000",,,,
5568.0,"2023-11-02 19:24:50.000","2023-11-02 19:29:13.000",10185.0,"false",19.29
3885.0,"2023-11-02 19:27:35.000",,,,
8883.0,"2023-11-02 19:31:00.000","2023-11-02 19:39:14.000",10186.0,"false",13.29
5534.0,"2023-11-02 19:40:45.000",,,,
3039.0,"2023-11-02 19:47:59.000",,,,
7745.0,"2023-11-02 19:56:44.000",,,,
6857.0,"2023-11-02 19:58:00.000",,,,
5147.0,"2023-11-02 20:05:11.000",,,,
6349.0,"2023-11-03 00:31:07.000",,,,
4232.0,"2023-11-03 06:35:23.000","2023-11-03 06:36:09.000",10187.0,"false",18.91
8972.0,"2023-11-03 06:45:13.000",,,,
4921.0,"2023-11-03 06:46:49.000",,,,
4946.0,"2023-11-03 06:47:26.000","2023-11-03 06:57:26.000",10188.0,"false",13.58
9818.0,"2023-11-03 06:57:01.000","2023-11-03 07:03:34.000",10189.0,"false",29.73
7415.0,"2023-11-03 06:57:20.000","2023-11-03 06:59:11.000",10190.0,"false",17.93
8236.0,"2023-11-03 07:04:28.000",,,,
2077.0,"2023-11-03 07:08:35.000",,,,
4002.0,"2023-11-03 07:13:51.000",,,,
9104.0,"2023-11-03 07:14:50.000","2023-11-03 07:28:18.000",10191.0,"false",17.17
5983.0,"2023-11-03 07:19:04.000",,,,
9964.0,"2023-11-03 07:24:46.000","2023-11-03 07:29:36.000",10192.0,"false",22.16
5227.0,"2023-11-03 07:33:17.000",,,,
1909.0,"2023-11-03 07:35:08.000","2023-11-03 07:37:16.000",10193.0,"false",28.0
2280.0,"2023-11-03 07:43:49.000","2023-11-03 07:57:27.000",10194.0,"false",19.78
5585.0,"2023-11-03 07:46:05.000","2023-11-03 07:59:14.000",10195.0,"false",28.04
9741.0,"2023-11-03 07:55:06.000",,,,
7573.0,"2023-11-03 08:01:25.000","2023-11-03 08:07:21.000",10196.0,"false",16.94
5787.0,"2023-11-03 08:07:26.000","2023-11-03 08:10:21.000",10197.0,"false",14.79
8872.0,"2023-11-03 08:13:46.000",,,,
3559.0,"2023-11-03 08:16:46.000","2023-11-03 08:28:40.000",10198.0,"false",25.99
8775.0,"2023-11-03 08:16:58.000","2023-11-03 08:29:38.000",10199.0,"false",26.01
1914.0,"2023-11-03 08:21:54.000",,,,
9485.0,"2023-11-03 08:27:15.000","2023-11-03 08:36:42.000",10200.0,"false",17.76
1597.0,"2023-11-03 08:35:03.000",,,,
3917.0,"2023-11-03 08:42:32.000",,,,
9995.0,"2023-11-03 08:43:10.000","2023-11-03 08:50:44.000",10201.0,"false",34.1
1507.0,"2023-11-03 08:48:43.000","2023-11-03 09:00:08.000",10202.0,"false",26.4
8955.0,"2023-11-03 08:57:20.000","2023-11-03 09:11:57.000",10203.0,"false",19.09
1758.0,"2023-11-03 09:00:40.000","2023-11-03 09:12:38.000",10204.0,"false",18.53
7895.0,"2023-11-03 09:02:33.000","2023-11-03 09:16:29.000",10205.0,"false",19.58
6584.0,"2023-11-03 09:09:34.000",,,,
9519.0,"2023-11-03 09:10:53.000","2023-11-03 09:21:42.000",10206.0,"false",17.93
2994.0,"2023-11-03 09:12:47.000",,,,
7673.0,"2023-11-03 09:18:49.000","2023-11-03 09:22:22.000",10207.0,"false",26.48
7016.0,"2023-11-03 09:27:13.000","2023-11-03 09:38:25.000",10208.0,"false",22.57
